axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note,law,law_note,pred_cpu_s,pred_rss_mb,decides
MathExtras.NumberTheory.Helfgott.AppendixACertificates.cert_band_7_8._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.AppendixACertSmall,MathExtras.NumberTheory.Helfgott.AppendixACertificates.cert_band_7_8,MathExtras.NumberTheory.Helfgott.AppendixACertificates.bandEval,bisection-tree,"CInterval, roundOutC 2^120",200000,120,9,"K^2 complex mults per cell; bisection fuel 34; adaptiveUpper fuel 20-34, roundOutC pins denominators at 2^120",log_enclose_full,proxy: each cell priced as its transcendental nodes,616.2928329300045,8000.0,15
MathExtras.NumberTheory.Helfgott.AppendixACertificates.cert_band_8_12._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.AppendixACertMid,MathExtras.NumberTheory.Helfgott.AppendixACertificates.cert_band_8_12,MathExtras.NumberTheory.Helfgott.AppendixACertificates.bandEval,bisection-tree,"CInterval, roundOutC 2^120",200000,120,9,"K^2 complex mults per cell; bisection fuel 34; adaptiveUpper fuel 20-34, roundOutC pins denominators at 2^120",log_enclose_full,proxy: each cell priced as its transcendental nodes,616.2928329300045,8000.0,15
MathExtras.NumberTheory.Mertens.LittleRamareFinite.littleSweep_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Mertens,MathExtras.NumberTheory.Mertens.LittleMertensRamareFinite,MathExtras.NumberTheory.Mertens.LittleRamareFinite.littleSweep_cert,MathExtras.NumberTheory.Mertens.LittleRamareFinite.ladderRun,linear-fold-sieve,Int (<= 2^50),20953,,19,"10 bands, mu per step",rs62_loopE,proxy: same per-step work (one minFac / IsPrimePow / Squarefree decision),29.12388855287991,4040.2710574997895,1
MathExtras.RS62.harmonic_10000_le'._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LargeLogLeaves,MathExtras.RS62.harmonic_10000_le',(named constants only),fixed-expression,Rat/RatInterval,1,,7,constant-depth comparison of named constants,CONSTANT,"constant depth, below measurement resolution",0.1,10.0,1
MathExtras.RS62.theta314_log_1009._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1009,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1415,34796,419,"24-term series, ~1391 halving steps, argument ~419 decimal digits",log_enclose_full,exact,2.3897449973164466,119.57875427334571,1
MathExtras.RS62.theta314_log_1013._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1013,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1425,36447,422,"25-term series, ~1401 halving steps, argument ~422 decimal digits",log_enclose_full,exact,2.412263444603432,120.00922791879292,1
MathExtras.RS62.theta314_log_1019._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1019,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1435,35295,425,"24-term series, ~1411 halving steps, argument ~425 decimal digits",log_enclose_full,exact,2.43483958112552,120.438185367492,1
MathExtras.RS62.theta314_log_1021._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1021,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1445,285776,428,"200-term series, ~1421 halving steps, argument ~428 decimal digits",log_enclose_full,exact,2.4574731458890016,120.8656426061488,1
MathExtras.RS62.theta314_log_1031._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1031,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1455,35793,431,"24-term series, ~1431 halving steps, argument ~431 decimal digits",log_enclose_full,exact,2.480163880904417,121.29161534222045,1
MathExtras.RS62.theta314_log_1033._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1033,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1465,36042,434,"24-term series, ~1441 halving steps, argument ~434 decimal digits",log_enclose_full,exact,2.502911531131274,121.71611901069966,1
MathExtras.RS62.theta314_log_1039._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1039,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1475,37743,437,"25-term series, ~1451 halving steps, argument ~437 decimal digits",log_enclose_full,exact,2.5257158444241616,122.13916878068842,1
MathExtras.RS62.theta314_log_1049._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1049,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1485,293788,440,"200-term series, ~1461 halving steps, argument ~440 decimal digits",log_enclose_full,exact,2.5485765714802135,122.56077956176954,1
MathExtras.RS62.theta314_log_1051._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1051,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1495,36790,443,"24-term series, ~1471 halving steps, argument ~443 decimal digits",log_enclose_full,exact,2.571493465787876,122.98096601018275,1
MathExtras.RS62.theta314_log_1061._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1061,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1505,38520,446,"25-term series, ~1481 halving steps, argument ~446 decimal digits",log_enclose_full,exact,2.594466283576939,123.39974253481327,1
MathExtras.RS62.theta314_log_1063._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1063,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1515,37288,449,"24-term series, ~1491 halving steps, argument ~449 decimal digits",log_enclose_full,exact,2.617494783769795,123.8171233029995,1
MathExtras.RS62.theta314_log_1069._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1069,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1525,37537,452,"24-term series, ~1501 halving steps, argument ~452 decimal digits",log_enclose_full,exact,2.6405787279338817,124.23312224616653,1
MathExtras.RS62.theta314_log_1087._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1087,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1535,37786,455,"24-term series, ~1511 halving steps, argument ~455 decimal digits",log_enclose_full,exact,2.663717880235278,124.64775306529181,1
MathExtras.RS62.theta314_log_1091._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1091,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1545,38035,458,"24-term series, ~1521 halving steps, argument ~458 decimal digits",log_enclose_full,exact,2.6869120073934125,125.06102923620904,1
MathExtras.RS62.theta314_log_1093._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1093,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1555,38284,461,"24-term series, ~1531 halving steps, argument ~461 decimal digits",log_enclose_full,exact,2.7101608786368563,125.47296401475607,1
MathExtras.RS62.theta314_log_1097._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1097,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1565,38534,464,"24-term series, ~1541 halving steps, argument ~464 decimal digits",log_enclose_full,exact,2.733464265660159,125.88357044177242,1
MathExtras.RS62.theta314_log_1103._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1103,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1575,38783,467,"24-term series, ~1551 halving steps, argument ~467 decimal digits",log_enclose_full,exact,2.756821942581709,126.29286134795186,1
MathExtras.RS62.theta314_log_1109._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1109,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1585,39032,470,"24-term series, ~1561 halving steps, argument ~470 decimal digits",log_enclose_full,exact,2.780233685902575,126.70084935855475,1
MathExtras.RS62.theta314_log_1117._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1117,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1595,39281,473,"24-term series, ~1571 halving steps, argument ~473 decimal digits",log_enclose_full,exact,2.803699274466306,127.10754689798576,1
MathExtras.RS62.theta314_log_1123._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1123,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1605,14231,476,"8-term series, ~1581 halving steps, argument ~476 decimal digits",log_enclose_full,exact,2.8272184894196615,127.51296619424085,1
MathExtras.RS62.theta314_log_1129._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1129,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1615,39779,479,"24-term series, ~1591 halving steps, argument ~479 decimal digits",log_enclose_full,exact,2.8507911141742426,127.91711928322869,1
MathExtras.RS62.theta314_log_1151._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1151,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1625,40028,482,"24-term series, ~1601 halving steps, argument ~482 decimal digits",log_enclose_full,exact,2.874416934369002,128.32001801297048,1
MathExtras.RS62.theta314_log_1153._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1153,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1638,40361,486,"24-term series, ~1614 halving steps, argument ~486 decimal digits",log_enclose_full,exact,2.9060004100213934,128.85528522819558,1
MathExtras.RS62.theta314_log_1163._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1163,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1648,40610,489,"24-term series, ~1624 halving steps, argument ~489 decimal digits",log_enclose_full,exact,2.9297495315224618,129.2553021702676,1
MathExtras.RS62.theta314_log_1171._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1171,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1658,40859,492,"24-term series, ~1634 halving steps, argument ~492 decimal digits",log_enclose_full,exact,2.9535511495489652,129.6541029411076,1
MathExtras.RS62.theta314_log_1181._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1181,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1668,41108,495,"24-term series, ~1644 halving steps, argument ~495 decimal digits",log_enclose_full,exact,2.9774050589787127,130.05169862030556,1
MathExtras.RS62.theta314_log_1187._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1187,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1678,41357,498,"24-term series, ~1654 halving steps, argument ~498 decimal digits",log_enclose_full,exact,3.0013110567306858,130.44810012007488,1
MathExtras.RS62.theta314_log_1193._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1193,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1688,334518,501,"200-term series, ~1664 halving steps, argument ~501 decimal digits",log_enclose_full,exact,3.0252689417325414,130.84331818877283,1
MathExtras.RS62.theta314_log_1201._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1201,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1698,41855,504,"24-term series, ~1674 halving steps, argument ~504 decimal digits",log_enclose_full,exact,3.049278514888816,131.23736341432573,1
MathExtras.RS62.theta314_log_1213._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1213,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1708,42105,507,"24-term series, ~1684 halving steps, argument ~507 decimal digits",log_enclose_full,exact,3.073339579049834,131.63024622756302,1
MathExtras.RS62.theta314_log_1217._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1217,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1718,42354,510,"24-term series, ~1694 halving steps, argument ~510 decimal digits",log_enclose_full,exact,3.0974519389812682,132.02197690546274,1
MathExtras.RS62.theta314_log_1223._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1223,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1728,44307,513,"25-term series, ~1704 halving steps, argument ~513 decimal digits",log_enclose_full,exact,3.121615401334369,132.41256557431092,1
MathExtras.RS62.theta314_log_1229._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1229,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1738,42852,516,"24-term series, ~1714 halving steps, argument ~516 decimal digits",log_enclose_full,exact,3.1458297746168196,132.80202221277844,1
MathExtras.RS62.theta314_log_1231._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1231,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1748,43101,519,"24-term series, ~1724 halving steps, argument ~519 decimal digits",log_enclose_full,exact,3.1700948691642066,133.19035665491742,1
MathExtras.RS62.theta314_log_1237._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1237,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1758,175137,522,"100-term series, ~1734 halving steps, argument ~522 decimal digits",log_enclose_full,exact,3.1944104971121012,133.57757859307972,1
MathExtras.RS62.theta314_log_1249._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1249,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1771,43682,526,"24-term series, ~1747 halving steps, argument ~526 decimal digits",log_enclose_full,exact,3.2269096204997045,134.09216044144836,1
MathExtras.RS62.theta314_log_1259._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1259,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1781,43932,529,"24-term series, ~1757 halving steps, argument ~529 decimal digits",log_enclose_full,exact,3.251342439038934,134.47682345465768,1
MathExtras.RS62.theta314_log_1277._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1277,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1791,178492,532,"100-term series, ~1767 halving steps, argument ~532 decimal digits",log_enclose_full,exact,3.275825177416977,134.8604052843042,1
MathExtras.RS62.theta314_log_1279._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1279,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1801,44430,535,"24-term series, ~1777 halving steps, argument ~535 decimal digits",log_enclose_full,exact,3.3003576552605933,135.24291504064163,1
MathExtras.RS62.theta314_log_1283._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1283,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1811,44679,538,"24-term series, ~1787 halving steps, argument ~538 decimal digits",log_enclose_full,exact,3.324939693857102,135.62436170657327,1
MathExtras.RS62.theta314_log_1289._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1289,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1821,44928,541,"24-term series, ~1797 halving steps, argument ~541 decimal digits",log_enclose_full,exact,3.349571116129908,136.00475414013152,1
MathExtras.RS62.theta314_log_1291._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1291,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1831,45177,544,"24-term series, ~1807 halving steps, argument ~544 decimal digits",log_enclose_full,exact,3.374251746614526,136.3841010768956,1
MathExtras.RS62.theta314_log_1297._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1297,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1841,45426,547,"24-term series, ~1817 halving steps, argument ~547 decimal digits",log_enclose_full,exact,3.3989814114350843,136.7624111323494,1
MathExtras.RS62.theta314_log_1301._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_1301,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1851,367236,550,"200-term series, ~1827 halving steps, argument ~550 decimal digits",log_enclose_full,exact,3.4237599382812993,137.13969280418124,1
